timestamp,latitude,longitude,altitude,vx,vy,vz
1759417652.706,44.436864,8.882928,70.0,0.1,5.0,0.0
1759417652.806,44.436865,8.882934,70.0,0.1,5.0,0.0
1759417652.906,44.436865,8.88294,70.0,0.1,5.0,0.0
1759417653.006,44.436865,8.882946,70.0,0.1,5.0,0.0
1759417653.106,44.436865,8.882952,70.0,0.1,5.0,0.0
1759417653.206,44.436865,8.882958,70.0,0.1,5.0,0.0
1759417653.306,44.436865,8.882964,70.0,0.1,5.0,0.0
1759417653.406,44.436865,8.882971,70.0,0.1,5.0,0.0
1759417653.506,44.436865,8.882977,70.0,0.1,5.0,0.0
1759417653.606,44.436865,8.882983,70.0,0.1,5.0,0.0
1759417653.706,44.436865,8.882989,70.0,0.1,5.0,0.0
1759417653.806,44.436865,8.882995,70.0,0.1,5.0,0.0
1759417653.906,44.436865,8.883002,70.0,0.1,5.0,0.0
1759417654.006,44.436865,8.883008,70.0,0.1,5.0,0.0
1759417654.106,44.436865,8.883015,70.0,0.1,5.0,0.0
1759417654.206,44.436866,8.883021,70.0,0.1,5.0,0.0
1759417654.306,44.436866,8.883027,70.0,0.1,5.0,0.0
1759417654.406,44.436866,8.883034,70.0,0.1,5.0,0.0
1759417654.506,44.436866,8.88304,70.0,0.1,5.0,0.0
1759417654.606,44.436866,8.883047,70.0,0.1,5.0,0.0
1759417654.706,44.436866,8.883053,70.0,0.1,5.0,0.0
1759417654.806,44.436866,8.883059,70.0,0.1,5.0,0.0
1759417654.906,44.436866,8.883066,70.0,0.1,5.0,0.0
1759417655.006,44.436866,8.883072,70.0,0.1,5.0,0.0
1759417655.106,44.436866,8.883078,70.0,0.1,5.0,0.0
1759417655.206,44.436866,8.883084,70.0,0.1,5.0,0.0
1759417655.306,44.436866,8.88309,70.0,0.1,5.0,0.0
1759417655.406,44.436866,8.883097,70.0,0.1,5.0,0.0
1759417655.506,44.436866,8.883103,70.0,0.1,5.0,0.0
1759417655.606,44.436866,8.883109,70.0,0.1,5.0,0.0
1759417655.706,44.436866,8.883115,70.0,0.1,5.0,0.0
1759417655.806,44.436867,8.883122,70.0,0.1,5.0,0.0
1759417655.906,44.436867,8.883128,70.0,0.1,5.0,0.0
1759417656.006,44.436867,8.883134,70.0,0.1,5.0,0.0
1759417656.106,44.436867,8.88314,70.0,0.1,5.0,0.0
1759417656.206,44.436867,8.883147,70.0,0.1,5.0,0.0
1759417656.306,44.436867,8.883153,70.0,0.1,5.0,0.0
1759417656.406,44.436867,8.883159,70.0,0.1,5.0,0.0
1759417656.506,44.436867,8.883165,70.0,0.1,5.0,0.0
1759417656.606,44.436867,8.883172,70.0,0.1,5.0,0.0
1759417656.706,44.436867,8.883178,70.0,0.1,5.0,0.0
1759417656.806,44.436867,8.883184,70.0,0.1,5.0,0.0
1759417656.906,44.436867,8.883191,70.0,0.1,5.0,0.0
1759417657.006,44.436867,8.883197,70.0,0.1,5.0,0.0
1759417657.106,44.436867,8.883204,70.0,0.1,5.0,0.0
1759417657.206,44.436868,8.88321,70.0,0.1,5.0,0.0
1759417657.306,44.436868,8.883216,70.0,0.1,5.0,0.0
1759417657.406,44.436868,8.883223,70.0,0.1,5.0,0.0
1759417657.506,44.436868,8.883229,70.0,0.1,5.0,0.0
1759417657.606,44.436868,8.883236,70.0,0.1,5.0,0.0
1759417657.706,44.436868,8.883242,70.0,0.1,5.0,0.0
1759417657.806,44.436868,8.883248,70.0,0.1,5.0,0.0
1759417657.906,44.436868,8.883255,70.0,0.1,5.0,0.0
1759417658.006,44.436868,8.883261,70.0,0.1,5.0,0.0
1759417658.106,44.436868,8.883267,70.0,0.1,5.0,0.0
1759417658.206,44.436868,8.883273,70.0,0.1,5.0,0.0
1759417658.306,44.436868,8.883279,70.0,0.1,5.0,0.0
1759417658.406,44.436868,8.883285,70.0,0.1,5.0,0.0
1759417658.506,44.436868,8.883291,70.0,0.1,5.0,0.0
1759417658.606,44.436869,8.883298,70.0,0.1,5.0,0.0
1759417658.706,44.436869,8.883304,70.0,0.1,5.0,0.0
1759417658.806,44.436869,8.88331,70.0,0.1,5.0,0.0
1759417658.906,44.436869,8.883316,70.0,0.1,5.0,0.0
1759417659.006,44.436869,8.883323,70.0,0.1,5.0,0.0
1759417659.106,44.436869,8.883329,70.0,0.1,5.0,0.0
1759417659.206,44.436869,8.883335,70.0,0.1,5.0,0.0
1759417659.306,44.436869,8.883342,70.0,0.1,5.0,0.0
1759417659.406,44.436869,8.883348,70.0,0.1,5.0,0.0
1759417659.506,44.436869,8.883354,70.0,0.1,5.0,0.0
1759417659.606,44.436869,8.883361,70.0,0.1,5.0,0.0
